ISSN,Title,Business Model,USD,EUR,GBP,JPY,ASJC Code(S)
0022-2836,Journal of Molecular Biology,Hybrid,4420.00,"4,030","3,540","534,860",No Match
1093-3263,Journal of Molecular Graphics and Modelling,Hybrid,3760.00,"3,430","3,010","455,000",No Match
0167-7322,Journal of Molecular Liquids,Hybrid,3380.00,"3,080","2,710","409,010",No Match
0022-2852,Journal of Molecular Spectroscopy,Hybrid,3120.00,"2,850","2,500","377,550",No Match
0022-2860,Journal of Molecular Structure,Hybrid,3210.00,"2,930","2,570","388,440",No Match
0304-3932,Journal of Monetary Economics,Hybrid,4370.00,"3,990","3,500","528,810",No Match
2950-0044,Journal of Mood and Anxiety Disorders,Open access,2700.00,"2,460","2,160","326,730",No Match
1042-444X,Journal of Multinational Financial Management,Hybrid,2990.00,"2,730","2,390","361,820",No Match
0047-259X,Journal of Multivariate Analysis,Hybrid,3180.00,"2,900","2,550","384,810",No Match
2468-256X,Journal of Natural Gas Geoscience,Subsidised,**,**,**,**,No Match
2773-0786,Journal of Natural Pesticide Research,Open access,1970.00,"1,800","1,580","238,390",No Match
1355-1841,Journal of Neonatal Nursing,Hybrid,2700.00,"2,460","2,160","326,730",No Match
1084-8045,Journal of Network and Computer Applications,Hybrid,2890.00,"2,640","2,310","349,720",No Match
0165-5728,Journal of Neuroimmunology,Hybrid,3260.00,"2,970","2,610","394,490",No Match
0911-6044,Journal of Neurolinguistics,Hybrid,3260.00,"2,970","2,610","394,490",No Match
0150-9861,Journal of Neuroradiology,Hybrid,3920.00,"3,580","3,140","474,360",No Match
2324-2426,Journal of Neurorestoratology,Open access,1700.00,"1,550","1,360","205,720",No Match
0165-0270,Journal of Neuroscience Methods,Hybrid,3680.00,"3,360","2,950","445,320",No Match
0022-3093,Journal of Non-Crystalline Solids,Hybrid,3200.00,"2,920","2,560","387,230",No Match
2590-1591,Journal of Non-Crystalline Solids: X,Open access,2540.00,"2,320","2,030","307,370",No Match
0377-0257,Journal of Non-Newtonian Fluid Mechanics,Hybrid,2920.00,"2,660","2,340","353,350",No Match
0022-3115,Journal of Nuclear Materials,Hybrid,2340.00,"2,130","1,870","283,160",No Match
0022-314X,Journal of Number Theory,Hybrid,3370.00,"3,070","2,700","407,800",No Match
2155-8256,Journal of Nursing Regulation,Hybrid,2850.00,"2,600","2,280","344,880",No Match
1499-4046,Journal of Nutrition Education and Behavior,Hybrid,2840.00,"2,590","2,270","343,670",No Match
2211-3649,Journal of Obsessive-Compulsive and Related Disorders,Hybrid,3320.00,"3,030","2,660","401,750",No Match
0884-2175,"Journal of Obstetric, Gynecologic & Neonatal Nursing",Hybrid,3000.00,"2,740","2,400","363,030",No Match
1701-2163,Journal of Obstetrics and Gynaecology Canada,Hybrid,3100.00,"2,830","2,480","375,130",No Match
2468-0133,Journal of Ocean Engineering and Science,Subsidised,**,**,**,**,No Match
2199-8531,"Journal of Open Innovation: Technology, Market, and Complexity",Open access,1000.00,910,800,"121,010",No Match
1888-4296,Journal of Optometry,Open access,2240.00,"2,040","1,790","264,280",No Match
0278-2391,Journal of Oral and Maxillofacial Surgery,Hybrid,3400.00,"3,100","2,720","411,430",No Match
2212-5558,"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",Hybrid,2700.00,"2,460","2,160","326,730",No Match
2212-4268,Journal of Oral Biology and Craniofacial Research,Open access,1800.00,"1,640","1,440","217,820",No Match
1349-0079,Journal of Oral Biosciences,Hybrid,2950.00,"2,690","2,360","356,980",No Match
0022-328X,Journal of Organometallic Chemistry,Hybrid,3750.00,"3,420","3,000","453,790",No Match
2773-157X,Journal of Orthopaedic Reports,Open access,600.00,550,480,"72,610",No Match
0949-2658,Journal of Orthopaedic Science,Hybrid,3000.00,"2,740","2,400","363,030",No Match
2214-031X,Journal of Orthopaedic Translation,Open access,2500.00,"2,280","2,000","302,530",No Match
0972-978X,Journal of Orthopaedics,Hybrid,3000.00,"2,740","2,400","363,030",No Match
1672-2930,Journal of Otology,Subsidised,**,**,**,**,No Match
2213-0780,Journal of Outdoor Recreation and Tourism,Hybrid,3130.00,"2,850","2,510","378,760",No Match
0885-3924,Journal of Pain and Symptom Management,Hybrid,4760.00,"4,340","3,810","576,010",No Match
0743-7315,Journal of Parallel and Distributed Computing,Hybrid,3160.00,"2,880","2,530","382,390",No Match
2153-3539,Journal of Pathology Informatics,Open access,1670.00,"1,520","1,340","202,090",No Match
1083-3188,Journal of Pediatric and Adolescent Gynecology,Hybrid,2950.00,"2,690","2,360","356,980",No Match
0891-5245,Journal of Pediatric Health Care,Hybrid,2550.00,"2,330","2,040","308,580",No Match
0882-5963,Journal of Pediatric Nursing,Hybrid,3620.00,"3,300","2,900","438,060",No Match
0022-3468,Journal of Pediatric Surgery,Hybrid,4210.00,"3,840","3,370","509,450",No Match
2213-5766,Journal of Pediatric Surgery Case Reports,Open access,1100.00,"1,000",880,"133,110",No Match
2949-7116,Journal of Pediatric Surgery Open,Open access,2000.00,"1,820","1,600","242,020",No Match
1477-5131,Journal of Pediatric Urology,Hybrid,3300.00,"3,010","2,640","399,330",No Match
1089-9472,Journal of PeriAnesthesia Nursing,Hybrid,2880.00,"2,630","2,310","348,510",No Match
2095-1779,Journal of Pharmaceutical Analysis,Open access,1850.00,"1,690","1,480","223,870",No Match
0731-7085,Journal of Pharmaceutical and Biomedical Analysis,Hybrid,3540.00,"3,230","2,830","428,380",No Match
2949-771X,Journal of Pharmaceutical and Biomedical Analysis Open,Open access,1500.00,"1,370","1,200","181,520",No Match
0022-3549,Journal of Pharmaceutical Sciences,Hybrid,3620.00,"3,300","2,900","438,060",No Match
1056-8719,Journal of Pharmacological and Toxicological Methods,Hybrid,3320.00,"3,030","2,660","401,750",No Match
1347-8613,Journal of Pharmacological Sciences,Open access,2070.00,"1,890","1,660","250,490",No Match
0095-4470,Journal of Phonetics,Hybrid,3120.00,"2,850","2,500","377,550",No Match
2666-4690,Journal of Photochemistry and Photobiology,Open access,1870.00,"1,710","1,500","226,290",No Match
1010-6030,Journal of Photochemistry and Photobiology A: Chemistry,Hybrid,3320.00,"3,030","2,660","401,750",No Match
1011-1344,Journal of Photochemistry and Photobiology B: Biology,Hybrid,3890.00,"3,550","3,110","470,730",No Match
1389-5567,Journal of Photochemistry and Photobiology C: Photochemistry Reviews,Hybrid,4390.00,"4,000","3,510","531,230",No Match
0022-3697,Journal of Physics and Chemistry of Solids,Hybrid,2990.00,"2,730","2,390","361,820",No Match
1836-9553,Journal of Physiotherapy,Open access,3450.00,"3,150","2,760","417,480",No Match
2667-1433,Journal of Pipeline Science and Engineering,Subsidised,50.00,50,40,"6,050",No Match
0176-1617,Journal of Plant Physiology,Hybrid,3270.00,"2,980","2,620","395,700",No Match
1748-6815,"Journal of Plastic, Reconstructive & Aesthetic Surgery",Hybrid,3470.00,"3,160","2,780","419,900",No Match
0161-8938,Journal of Policy Modeling,Hybrid,1500.00,"1,370","1,200","181,520",No Match
0378-7753,Journal of Power Sources,Hybrid,4110.00,"3,750","3,290","497,350",No Match
2666-2485,Journal of Power Sources Advances,Open access,3370.00,"3,070","2,700","407,800",No Match
0378-2166,Journal of Pragmatics,Hybrid,3050.00,"2,780","2,440","369,080",No Match
0959-1524,Journal of Process Control,Hybrid,3520.00,"3,210","2,820","425,960",No Match
8755-7223,Journal of Professional Nursing,Hybrid,3280.00,"2,990","2,630","396,910",No Match
0022-3913,The Journal of Prosthetic Dentistry,Hybrid,3900.00,"3,560","3,120","471,940",No Match
1874-3919,Journal of Proteomics,Hybrid,3450.00,"3,150","2,760","417,480",No Match
0022-3956,Journal of Psychiatric Research,Hybrid,3170.00,"2,890","2,540","383,600",No Match
0022-3999,Journal of Psychosomatic Research,Hybrid,3510.00,"3,200","2,810","424,750",No Match
0047-2727,Journal of Public Economics,Hybrid,3990.00,"3,640","3,190","482,830",No Match
2666-5514,Journal of Public Economics Plus,Open access,1500.00,"1,370","1,200","181,520",No Match
1077-291X,Journal of Public Transportation,Open access,2060.00,"1,880","1,650","249,280",No Match
1478-4092,Journal of Purchasing and Supply Management,Hybrid,3180.00,"2,900","2,550","384,810",No Match
0022-4049,Journal of Pure and Applied Algebra,Hybrid,3330.00,"3,040","2,670","402,960",No Match
0022-4073,Journal of Quantitative Spectroscopy and Radiative Transfer,Hybrid,2540.00,"2,320","2,030","307,370",No Match
1546-0843,Journal of Radiology Nursing,Hybrid,2500.00,"2,280","2,000","302,530",No Match
2210-9706,Journal of Rail Transport Planning & Management,Hybrid,2970.00,"2,710","2,380","359,400",No Match
1002-0721,Journal of Rare Earths,Hybrid,630.00,570,500,"76,240",No Match
1051-2276,Journal of Renal Nutrition,Hybrid,3300.00,"3,010","2,640","399,330",No Match
0165-0378,Journal of Reproductive Immunology,Hybrid,3580.00,"3,270","2,870","433,220",No Match
0092-6566,Journal of Research in Personality,Hybrid,3080.00,"2,810","2,470","372,710",No Match
2666-6596,Journal of Responsible Technology,Open access,1560.00,"1,420","1,250","188,780",No Match
0022-4359,Journal of Retailing,Hybrid,3030.00,"2,760","2,430","366,660",No Match
0969-6989,Journal of Retailing and Consumer Services,Hybrid,3990.00,"3,640","3,190","482,830",No Match
2097-0498,Journal of Road Engineering,Subsidised,**,**,**,**,No Match
1674-7755,Journal of Rock Mechanics and Geotechnical Engineering,Subsidised,**,**,**,**,No Match
0743-0167,Journal of Rural Studies,Hybrid,3890.00,"3,550","3,110","470,730",No Match
2949-9267,Journal of Safety and Sustainability,Open access,2000.00,"1,820","1,600","242,020",No Match
0022-4375,Journal of Safety Research,Hybrid,3220.00,"2,940","2,580","389,650",No Match
2666-4496,Journal of Safety Science and Resilience,Open access,1200.00,"1,090",960,"145,210",No Match
1319-6103,Journal of Saudi Chemical Society,Open access,1490.00,"1,360","1,190","180,300",No Match
0022-4405,Journal of School Psychology,Hybrid,3630.00,"3,310","2,910","439,270",No Match
1440-2440,Journal of Science and Medicine in Sport,Hybrid,3450.00,"3,150","2,760","417,480",No Match
2468-2179,Journal of Science: Advanced Materials and Devices,Open access,1300.00,"1,190","1,040","157,310",No Match
1385-1101,Journal of Sea Research,Open access,2540.00,"2,320","2,030","307,370",No Match
1060-3743,Journal of Second Language Writing,Hybrid,3720.00,"3,390","2,980","450,160",No Match
1058-2746,Journal of Shoulder and Elbow Surgery,Hybrid,3850.00,"3,510","3,080","465,890",No Match
0022-4596,Journal of Solid State Chemistry,Hybrid,3330.00,"3,040","2,670","402,960",No Match
0022-460X,Journal of Sound and Vibration,Hybrid,4070.00,"3,710","3,260","492,510",No Match
0895-9811,Journal of South American Earth Sciences,Hybrid,2790.00,"2,540","2,230","337,620",No Match
2468-8967,Journal of Space Safety Engineering,Hybrid,2450.00,"2,230","1,960","296,470",No Match
2095-2546,Journal of Sport and Health Science,Subsidised,**,**,**,**,No Match
0378-3758,Journal of Statistical Planning and Inference,Hybrid,3010.00,"2,750","2,410","364,240",No Match
2468-7855,"Journal of Stomatology, Oral and Maxillofacial Surgery",Hybrid,2900.00,"2,650","2,320","350,930",No Match
0022-474X,Journal of Stored Products Research,Hybrid,3970.00,"3,620","3,180","480,410",No Match
1052-3057,Journal of Stroke and Cerebrovascular Diseases,Hybrid,2170.00,"1,980","1,740","262,590",No Match
1047-8477,Journal of Structural Biology,Hybrid,4220.00,"3,850","3,380","510,660",No Match
2590-1524,Journal of Structural Biology: X,Open access,2940.00,"2,680","2,350","355,770",No Match
0191-8141,Journal of Structural Geology,Hybrid,3220.00,"2,940","2,580","389,650",No Match
3050-4805,Journal of Subatomic Particles and Cosmology,Hybrid,1800.00,"1,640","1,440","217,820",No Match
2949-8759,Journal of Substance Use and Addiction Treatment,Hybrid,3340.00,"3,050","2,670","404,170",No Match
1931-7204,Journal of Surgical Education,Hybrid,3040.00,"2,770","2,430","367,870",No Match
0022-4804,Journal of Surgical Research,Hybrid,3490.00,"3,180","2,790","422,320",No Match
2950-3701,Journal of Sustainable Finance and Accounting,Hybrid,2900.00,"2,650","2,320","350,930",No Match
0747-7171,Journal of Symbolic Computation,Hybrid,3010.00,"2,750","2,410","364,240",No Match
0164-1212,Journal of Systems and Software,Hybrid,3710.00,"3,380","2,970","448,950",No Match
1383-7621,Journal of Systems Architecture,Hybrid,2470.00,"2,250","1,980","298,890",No Match
1658-3612,Journal of Taibah University Medical Sciences,Open access,625.00,570,500,"75,630",No Match
0022-4898,Journal of Terramechanics,Hybrid,3190.00,"2,910","2,550","386,020",No Match
2667-2960,Journal of the Academy of Consultation-Liaison Psychiatry,Hybrid,3000.00,"2,740","2,400","363,030",No Match
2212-2672,Journal of the Academy of Nutrition and Dietetics,Hybrid,3740.00,"3,410","2,990","452,580",No Match
2941-198X,Journal of the Air Transport Research Society,Open access,1600.00,"1,460","1,280","193,620",No Match
0890-8567,Journal of the American Academy of Child & Adolescent Psychiatry,Hybrid,3000.00,"2,740","2,400","363,030",No Match
0190-9622,Journal of the American Academy of Dermatology,Hybrid,4200.00,"3,830","3,360","508,240",No Match
0735-1097,Journal of the American College of Cardiology,Hybrid,6825.00,"6,220","5,460","825,890",No Match
1546-1440,Journal of the American College of Radiology,Hybrid,3530.00,"3,220","2,830","427,170",No Match
1525-8610,Journal of the American Medical Directors Association,Hybrid,4370.00,"3,990","3,500","528,810",No Match
1544-3191,Journal of the American Pharmacists Association,Hybrid,2830.00,"2,580","2,270","342,460",No Match
2213-2945,Journal of the American Society of Cytopathology,Hybrid,3050.00,"2,780","2,440","369,080",No Match
0894-7317,Journal of the American Society of Echocardiography,Hybrid,3350.00,"3,060","2,680","405,380",No Match
1743-9671,Journal of the Energy Institute,Hybrid,3830.00,"3,490","3,070","463,470",No Match
0955-2219,Journal of the European Ceramic Society,Hybrid,3900.00,"3,560","3,120","471,940",No Match
0929-6646,Journal of the Formosan Medical Association,Open access,**,**,**,**,No Match
0016-0032,Journal of the Franklin Institute,Hybrid,2700.00,"2,460","2,160","326,730",No Match
0019-4522,Journal of the Indian Chemical Society,Hybrid,1200.00,"1,090",960,"145,210",No Match
0889-1583,Journal of the Japanese and International Economies,Hybrid,3680.00,"3,360","2,950","445,320",No Match
1751-6161,Journal of the Mechanical Behavior of Biomedical Materials,Hybrid,3420.00,"3,120","2,740","413,850",No Match
0022-5096,Journal of the Mechanics and Physics of Solids,Hybrid,4100.00,"3,740","3,280","496,140",No Match
0027-9684,Journal of the National Medical Association,Hybrid,3160.00,"2,880","2,530","382,390",No Match
0022-510X,Journal of the Neurological Sciences,Hybrid,3530.00,"3,220","2,830","427,170",No Match
2768-2765,Journal of the Pediatric Orthopaedic Society of North America,Open access,1500.00,"1,370","1,200","181,520",No Match
1658-077X,Journal of the Saudi Society of Agricultural Sciences,Subsidised,**,**,**,**,No Match
2772-9303,Journal of the Society for Cardiovascular Angiography & Interventions,Open access,2400.00,"2,190","1,920","290,420",No Match
1876-1070,Journal of the Taiwan Institute of Chemical Engineers,Hybrid,2650.00,"2,420","2,120","320,680",No Match
2212-4438,Journal of the World Federation of Orthodontists,Hybrid,3000.00,"2,740","2,400","363,030",No Match
0022-5193,Journal of Theoretical Biology,Hybrid,2450.00,"2,230","1,960","296,470",No Match
0306-4565,Journal of Thermal Biology,Hybrid,3260.00,"2,970","2,610","394,490",No Match
1556-0864,Journal of Thoracic Oncology,Hybrid,4000.00,"3,650","3,200","484,040",No Match
1538-7836,Journal of Thrombosis and Haemostasis,Hybrid,3750.00,"3,420","3,000","453,790",No Match
0965-206X,Journal of Tissue Viability,Hybrid,2790.00,"2,540","2,231","337,220",No Match
2773-0506,Journal of Trace Elements and Minerals,Open access,1860.00,"1,700","1,490","225,080",No Match
0946-672X,Journal of Trace Elements in Medicine and Biology,Hybrid,3590.00,"3,270","2,870","434,430",No Match
2225-4110,Journal of Traditional and Complementary Medicine,Subsidised,**,**,**,**,No Match
2095-7548,Journal of Traditional Chinese Medical Sciences,Open access,1400.00,"1,280","1,120","169,410",No Match
2095-7564,Journal of Traffic and Transportation Engineering (English Edition),Subsidised,**,**,**,**,No Match
2589-9090,Journal of Translational Autoimmunity,Open access,3100.00,"2,830","2,480","375,130",No Match
